DNI,Id. Empleat,Tipus de sol�licitud,CP,Telefon,DataNaix,Sexe,Email per notificacions,CP per notificacions,%Minus,Adaptacio Centre base,Apte Segons centre base,exclos,Niv cat,Comprobar amb pol. lingüística,proba física superada,carnet conducir,examen1,examen2,examen3,examen4,examen5,Municipi
02297479D,1018028,PreZëncial,07747,+34 598558202,19/04/1989,F,umgkpcfoc@hotmail.com,07200,0.0,False,True,False,B2,True,True,Sí,2.93,7.45,8.68,10.0,5.0,Inca
AJ709877,315296,Certificat digital,07222,+34 543380107,02/10/1994,F,oevinqet@hotmail.com,07603,0.0,False,True,False,C1,True,False,Sí,8.57,5.1,6.42,6.44,4.96,Pollença
60561747X,4274539,PreZëncial,07991,+34 635392267,21/05/1979,F,yervos@hotmail.com,07516,0.0,False,True,False,B2,True,True,Sí,6.06,7.16,4.86,NP,2.38,Petra
DE910280,5608733,PreZëncial,07657,+34 419290885,05/05/1982,M,immrkqumo@gmail.com,07500,0.0,False,True,False,B1,True,True,Sí,9.11,9.41,6.02,0.0,2.88,Ses Salines
BX157599,2493566,PreZëncial,07200,+34 504750463,01/09/2005,F,zpirogegu@gmail.com,07950,0.0,False,True,False,B1,True,True,Si,1.09,9.18,5.47,4.61,NP,Sant Josep de sa Talaia
XW736575,7671124,Correu electrònic,07038,+34 617203821,20/02/2004,M,ydwedqjfqu@outlook.com,07038,0.0,False,True,False,B2,True,False,Sí,6.5,6.28,6.54,,5.61,Consell
94385321Z,7313104,PreZëncial,07603,+34 702237782,23/11/1998,F,kirdjbozi@example.com,07747,0.0,False,True,False,B1,True,True,Sí,5.28,7.72,6.81,3.75,9.78,Son Servera
ED308127,3907804,Certificat digital,07657,+34 628333641,01/12/1976,F,rqdaaacnnu@yahoo.com,07494,0.0,False,True,False,C2,True,True,Si,0.0,7.71,6.55,5.35,5.96,Ses Salines
71769130E,8634167,PreZëncial,07915,+34 743640724,17/03/1976,F,zlpoebaxfs@gmail.com,07121,0.0,False,True,False,A2,True,True,Sí,8.04,7.66,6.08,0.0,0.0,Capdepera
86543206W,9264482,PreZëncial,07950,+34 496718082,16/06/1992,F,laatouus@outlook.com,07126,0.0,False,True,False,B1,True,True,Sí,NP,10.0,,0.9,0.0,Búger
JC341407,954035,PreZëncial,07603,+34 939634179,11/12/1979,M,odvclxxqdr@yahoo.com,07803,0.0,False,True,False,B1,True,True,Sí,8.6,8.13,6.21,NP,6.68,Son Servera
19964352F,2712396,PreZëncial,07737,+34 216139557,22/05/1978,M,aromksjc@gmail.com,07603,0.0,False,True,False,C1,True,False,No,3.61,10.0,NP,6.36,NP,Mahón (Maó)
35960852F,7848601,PreZëncial,07121,+34 933990695,29/03/1976,F,xkjxez@outlook.com,07431,0.0,False,True,False,B1,True,True,Sí,10.0,10.0,7.61,3.95,1.3,Alcúdia
HZ786721,5516034,PreZëncial,07500,+34 767300425,20/07/1996,M,pmkpjorzef@outlook.com,07915,0.0,False,True,False,B1,True,True,Sí,5.69,7.33,6.44,4.18,7.6,Campos
97609908R,3286547,PreZëncial,07740,+34 613633504,07/09/1984,M,uivddzyz@hotmail.com,07747,0.0,False,True,False,B2,True,True,Sí,10.0,,6.69,NP,4.24,Ciutadella de Menorca
76134553E,9238595,PreZëncial,07222,+34 307253689,30/11/1983,F,vgtjvoftd@gmail.com,07431,0.0,False,True,False,B1,True,False,Sí,6.86,6.7,NP,1.43,10.0,Pollença
QD672922,3255063,PreZëncial,07544,+34 436910202,14/12/2004,F,lfwhmdh@hotmail.com,07612,0.0,False,True,False,C1,True,True,No,6.95,4.38,7.93,2.78,4.24,Lloseta
58030491L,4171909,PreZëncial,07200,+34 564018588,08/07/1974,F,ytbkeoy@hotmail.com,07200,0.0,False,True,False,B1,True,True,Sí,0.38,6.11,6.33,8.54,7.67,Sant Josep de sa Talaia
67428435W,5440222,PreZëncial,07500,+34 330861093,02/01/2003,M,xeigngambr@example.com,07740,0.0,False,True,False,B2,True,True,Sí,NP,8.48,8.38,2.45,2.76,Campos
37553756T,1168719,PreZëncial,07915,+34 327831912,12/02/1974,M,pcbbostimu@example.com,07544,0.0,False,True,False,A1,True,True,No,6.25,9.94,7.26,9.51,3.51,Capdepera
82289582K,8970891,PreZëncial,07818,+34 509777745,14/05/1989,F,fvyjzxnfpx@gmail.com,07360,0.0,False,True,False,C2,True,True,Sí,8.16,10.0,7.24,0.58,7.03,Sóller
VO663026,1424961,PreZëncial,07431,+34 950426131,30/05/1974,F,zvpmewhw@example.com,07747,0.0,False,True,False,C1,True,False,Sí,4.48,NP,7.38,5.24,0.0,Palma de Mallorca
GN814281,3136806,Certificat digital,07603,+34 294517418,17/05/2002,M,poaxiyghsi@yahoo.com,07905,0.0,False,True,False,C1,True,False,Sí,NP,NP,6.56,NP,4.56,Son Servera
95481422G,8671632,PreZëncial,07818,+34 126848464,04/06/1983,M,qmjavzrmpz@outlook.com,07991,0.0,False,True,False,B1,True,True,No,0.99,7.98,5.03,2.63,0.0,Sóller
52286578B,3492923,PreZëncial,07126,+34 321702536,23/10/1995,M,jkpoud@hotmail.com,07915,0.0,False,True,False,B1,True,True,Sí,3.95,5.97,7.8,0.03,NP,Santa Eulalia del Río (Santa Eulària des Riu)
35973265T,1294350,Certificat digital,07803,+34 497296183,31/10/1982,M,rnufjyxi@example.com,07737,0.0,False,True,False,C1,True,True,No,NP,5.94,5.98,4.01,NP,Felanitx
26586724N,5136433,PreZëncial,07126,+34 596417779,23/03/1976,M,bjqfyv@outlook.com,07803,0.0,False,True,False,B1,True,True,Sí,0.0,NP,6.3,0.0,0.96,Santa Eulalia del Río (Santa Eulària des Riu)
25620134C,1589616,Certificat digital,07200,+34 949351110,03/11/1975,M,afmvvveb@example.com,07740,16.0,False,True,False,B2,True,True,Sí,4.41,8.95,7.29,3.54,4.4,Sant Josep de sa Talaia
37771973Q,8209672,PreZëncial,07603,+34 783834244,22/01/1977,M,caatzulm@gmail.com,07950,0.0,False,True,False,C1,True,True,Sí,NP,10.0,5.86,4.19,10.0,Son Servera
81391219S,616766,Correu electrònic,07431,+34 605148704,28/12/1998,M,mhjhqlfxkp@gmail.com,07950,0.0,False,True,False,A2,True,True,Sí,3.43,7.28,4.95,5.81,9.69,Palma de Mallorca
AB638966,5472261,PreZëncial,07803,+34 599737598,25/12/1993,F,qznudlsi@outlook.com,07595,0.0,False,True,False,A2,True,True,Sí,3.25,6.57,6.82,6.03,4.46,Felanitx
01372969F,3940097,PreZëncial,07805,+34 132606733,15/09/1974,N,igjuqkkh@gmail.com,07126,0.0,False,True,False,A1,True,True,Sí,10.0,5.21,6.91,1.91,7.1,Ibiza
62906283H,6430093,Certificat digital,07360,+34 283999687,05/07/1990,M,xixnebl@yahoo.com,07500,0.0,False,True,False,B1,True,True,No,3.76,8.65,7.28,3.69,10.0,Marratxí
12266330Q,3585791,PreZëncial,07038,+34 898099461,22/05/1974,M,miqbzbl@outlook.com,07121,0.0,False,True,False,B1,True,False,Sí,0.0,6.07,7.24,2.41,8.15,Consell
55034119H,1814312,PreZëncial,07222,+34 922660307,14/07/1976,M,kwmfnmlca@outlook.com,07121,0.0,False,True,False,B2,True,True,Sí,6.43,10.0,,,NP,Pollença
99112036E,4363879,Correu electrònic,07544,+34 968985830,26/10/1981,F,tuprhoxeyl@outlook.com,07595,0.0,False,True,False,C2,True,False,Sí,3.57,5.2,6.77,3.01,5.1,Lloseta
SY384807,4954703,PreZëncial,07404,+34 638270522,04/01/1983,F,wauftkc@example.com,07740,0.0,False,True,False,B1,True,True,Sí,NP,10.0,,,9.96,Sant Antoni de Portmany
39386746M,3946741,Certificat digital,07747,+34 685825468,22/09/1975,M,feusqb@gmail.com,07404,0.0,False,True,False,A2,True,True,Sí,10.0,6.83,6.39,NP,8.78,Inca
78139439K,7529679,PreZëncial,07740,+34 209881075,11/03/1980,F,qsllkpojl@outlook.com,07950,0.0,False,True,False,B2,True,True,Sí,8.36,5.67,NP,,0.34,Ciutadella de Menorca
UB786173,8275437,Certificat digital,07915,+34 480024443,04/12/1990,M,wwaxokavt@outlook.com,07121,0.0,False,True,False,B2,True,True,No,5.1,6.21,,4.22,5.95,Capdepera
HC280737,5858799,PreZëncial,07431,+34 068774377,30/04/2004,F,bsxbvcn@outlook.com,07158,0.0,False,True,False,B1,True,True,Sí,2.69,5.69,6.02,9.19,10.0,Palma de Mallorca
55491190X,1950962,Certificat digital,07747,+34 102624100,07/06/2003,F,wgmceawy@example.com,07603,0.0,False,True,False,B2,True,True,Si,8.76,7.65,8.28,10.0,6.01,Inca
00670053V,8885433,Correu electrònic,07222,+34 660613970,22/07/2004,F,bdnuplj@outlook.com,07737,0.0,False,True,False,B1,True,True,Sí,9.77,7.2,6.83,2.49,3.43,Pollença
18908714T,8706718,Certificat digital,07158,+34 123379101,08/06/2000,F,czaoot@outlook.com,07950,0.0,False,True,False,B1,True,True,Sí,0.58,10.0,8.28,7.85,10.0,Artà
10352642C,6593164,PreZëncial,07991,+34 571938096,30/03/1989,F,wricecdosn@gmail.com,07805,17.0,False,True,False,A2,True,True,Sí,10.0,10.0,5.91,NP,1.84,Petra
68884351H,7889043,PreZëncial,07657,+34 385494730,16/08/1990,M,rahjcq@hotmail.com,07544,70.0,True,True,False,B2,True,True,Si,4.67,10.0,6.75,,10.0,Ses Salines
26324471M,3839049,PreZëncial,07126,+34 767622069,25/04/1985,F,gmota@example.com,07991,0.0,False,True,False,B1,True,True,No,10.0,NP,6.28,4.01,3.22,Santa Eulalia del Río (Santa Eulària des Riu)
16727126P,1254422,PreZëncial,07158,+34 027267930,12/06/1985,M,tpjmuwezhl@hotmail.com,07805,0.0,False,True,False,B2,True,True,Sí,0.0,9.48,NP,5.32,3.43,Artà
ZB115165,2215704,PreZëncial,07818,+34 781490211,21/09/1999,F,xnipbgoaa@hotmail.com,07818,0.0,False,True,False,B1,True,True,No,4.92,8.4,7.4,3.93,8.38,Sóller
PO998840,9276014,Certificat digital,07805,+34 031777318,03/05/2002,M,bmsjtt@outlook.com,07950,16.0,False,True,False,B1,True,True,No,5.82,7.13,NP,6.61,2.44,Ibiza
HM974815,2321764,PreZëncial,07121,+34 030015863,07/04/1997,M,uxuyddf@example.com,07818,0.0,False,True,False,B1,True,False,Sí,8.82,7.65,NP,5.19,9.52,Alcúdia
40670603W,1363773,PreZëncial,07494,+34 500859371,19/08/1994,F,fnzfkagvo@outlook.com,07126,0.0,False,True,False,A2,True,True,Sí,10.0,10.0,7.33,NP,7.72,Sant Llorenç des Cardassar
53513244H,2017902,PreZëncial,07222,+34 470314126,03/09/2003,M,eiotplqw@example.com,07740,41.0,False,True,False,C2,True,True,Sí,10.0,5.96,6.09,NP,3.92,Pollença
27341579F,6593569,PreZëncial,07494,+34 433483442,12/02/1980,F,upzlfhehh@example.com,07595,0.0,False,True,False,A2,True,True,Sí,0.0,9.28,6.17,,10.0,Sant Llorenç des Cardassar
91273729T,8982098,Correu electrònic,07805,+34 567520189,13/08/1986,M,ykxus@gmail.com,07792,0.0,False,True,False,A2,True,True,Sí,4.02,9.76,6.77,6.86,4.72,Ibiza
53923366G,3738491,PreZëncial,07544,+34 566393876,17/09/1986,M,rwywqml@hotmail.com,07737,0.0,False,True,False,C2,True,True,Sí,10.0,NP,8.11,0.02,8.19,Lloseta
14121957A,5948225,PreZëncial,07121,+34 551563990,19/02/1999,F,ywxavoqryl@hotmail.com,07595,0.0,False,True,False,A2,True,True,Si,5.89,10.0,7.64,3.11,5.59,Alcúdia
71171647X,7128319,Correu electrònic,07158,+34 710022957,22/11/2001,M,uzfendcr@gmail.com,07516,0.0,False,True,False,A2,True,True,Sí,6.36,7.8,6.85,7.39,7.13,Artà
JN060995,4999431,PreZëncial,07915,+34 262564107,13/04/1988,M,fodnkop@gmail.com,07915,0.0,False,True,False,C2,True,True,Si,10.0,5.58,7.89,5.83,5.08,Capdepera
KR939886,4354226,PreZëncial,07038,+34 708428445,28/11/1997,F,rnepmakg@hotmail.com,07747,0.0,False,True,False,B1,True,True,Sí,10.0,7.22,5.96,5.6,0.97,Consell
91680337Z,8724177,PreZëncial,07737,+34 783647552,05/04/1983,F,ksgaiucx@gmail.com,07595,0.0,False,True,False,B1,True,True,No,5.77,6.96,5.8,9.61,3.71,Mahón (Maó)
74564865S,6672232,PreZëncial,07544,+34 496318718,25/02/1983,F,dtiddzgw@yahoo.com,07404,0.0,False,True,False,B2,True,True,Sí,10.0,8.85,7.49,5.2,NP,Lloseta
44248772S,7787262,PreZëncial,07991,+34 117448252,28/02/1980,F,ngwyupuuo@outlook.com,07544,0.0,False,True,False,B2,True,True,Sí,5.42,7.98,7.66,6.06,5.21,Petra
90780220W,963230,Correu electrònic,07805,+34 800232117,28/02/1986,M,upfef@hotmail.com,07595,0.0,False,True,False,B1,True,True,Sí,3.3,5.09,8.02,3.15,10.0,Ibiza
16048740F,4841141,PreZëncial,07360,+34 192761103,28/04/1979,F,ckmqfoq@yahoo.com,07603,0.0,False,True,False,B2,True,True,Si,7.8,9.26,6.19,0.0,4.33,Marratxí
25653267X,8457521,PreZëncial,07500,+34 655048507,01/09/1995,M,cbxenalokm@hotmail.com,07158,0.0,False,True,False,C1,True,True,Sí,NP,6.67,7.44,4.71,5.89,Campos
90152649D,7093959,PreZëncial,07805,+34 462466378,05/10/2004,M,kntjaw@gmail.com,07200,0.0,False,True,False,B2,True,True,Si,NP,7.17,7.63,9.09,7.69,Ibiza
KU624943,1510099,Certificat digital,07740,+34 680005343,04/01/1996,F,ceppkw@hotmail.com,07222,0.0,False,True,False,A2,True,True,Sí,10.0,10.0,8.25,NP,7.18,Ciutadella de Menorca
FA165035,9142579,Certificat digital,07494,+34 026472924,26/09/1979,M,fnkqo@gmail.com,07657,0.0,False,True,False,B2,True,True,Sí,4.91,10.0,6.89,1.23,5.43,Sant Llorenç des Cardassar
53931656Z,2577419,Correu electrònic,07158,+34 647329594,07/05/1978,M,kjemxem@gmail.com,07222,0.0,False,True,False,B1,True,True,Sí,NP,7.69,6.08,NP,0.0,Artà
02960657M,7537953,PreZëncial,07126,+34 684994472,01/12/1989,F,jiyjgrcr@outlook.com,07915,0.0,False,True,False,B2,True,True,Si,1.13,9.34,7.79,0.0,8.28,Santa Eulalia del Río (Santa Eulària des Riu)
04883371B,3689033,Correu electrònic,07803,+34 358642971,08/10/1984,M,gpyypvvhb@hotmail.com,07737,0.0,False,True,False,B1,True,True,No,10.0,4.82,7.45,2.88,NP,Felanitx
JW287680,1410219,PreZëncial,07595,+34 840624593,19/10/1991,M,sqwedzjul@hotmail.com,07803,0.0,False,True,False,B1,True,True,Sí,10.0,NP,7.7,5.42,NP,Llucmajor
RT843286,2687549,PreZëncial,07818,+34 716567152,18/10/1976,F,hflllyku@hotmail.com,07595,0.0,False,True,False,B1,True,True,Sí,3.09,9.23,7.62,3.44,5.66,Sóller
20805314C,8934872,Certificat digital,07740,+34 766218246,23/05/2004,M,sccbbphtw@outlook.com,07805,0.0,False,True,False,C1,True,True,Sí,3.45,8.55,6.35,7.41,0.0,Ciutadella de Menorca
38458604M,5511548,PreZëncial,07360,+34 176956214,12/04/1988,M,oyqlo@gmail.com,07657,0.0,False,True,False,A2,True,False,Sí,4.06,6.71,7.92,5.44,1.24,Marratxí
82555279E,1241860,Certificat digital,07404,+34 651598590,25/08/1997,M,zxwlqkvzov@example.com,07038,0.0,False,True,False,B1,True,True,Sí,1.58,7.22,7.76,1.78,NP,Sant Antoni de Portmany
83603364C,2804160,Correu electrònic,07950,+34 782704671,24/08/2004,F,muxzihyjun@hotmail.com,07792,0.0,False,True,False,A2,True,True,Si,10.0,7.44,8.1,4.92,NP,Búger
88202687X,2818760,PreZëncial,07121,+34 530874230,13/03/1992,F,rejhwxm@outlook.com,07500,0.0,False,True,False,B2,True,True,No,10.0,6.97,6.57,6.2,1.75,Alcúdia
GL155832,7448317,PreZëncial,07158,+34 281016229,09/07/1994,M,gwsqp@hotmail.com,07603,0.0,False,True,False,B1,True,True,Sí,10.0,10.0,6.58,,2.09,Artà
FH315934,6267350,Correu electrònic,07657,+34 074007410,06/06/1996,M,jhuxol@hotmail.com,07121,0.0,False,True,False,B2,True,True,Sí,3.21,7.19,6.8,7.21,10.0,Ses Salines
FE052870,5906185,Certificat digital,07915,+34 352148465,14/03/1979,M,kwiwnqeh@gmail.com,07803,0.0,False,True,False,B2,True,True,No,5.48,8.08,7.95,10.0,9.27,Capdepera
51030528Z,7623668,PreZëncial,07544,+34 246822529,11/01/1976,F,qruriwp@outlook.com,07603,0.0,False,True,False,A2,True,True,Sí,10.0,10.0,7.58,6.43,NP,Lloseta
06552434X,8006403,Certificat digital,07360,+34 766045426,06/10/1980,M,efpnvb@yahoo.com,07516,0.0,False,True,False,B2,True,True,Sí,8.05,8.88,7.25,1.78,2.43,Marratxí
91781255P,2881204,PreZëncial,07603,+34 216000051,28/05/1985,F,iyirv@hotmail.com,07805,0.0,False,True,False,B1,True,True,Si,10.0,9.46,5.22,7.52,6.84,Son Servera
HZ307505,5646984,Certificat digital,07126,+34 825801514,08/01/1980,M,ttwpd@gmail.com,07950,0.0,False,True,False,C1,True,True,Si,6.64,8.57,,NP,9.06,Santa Eulalia del Río (Santa Eulària des Riu)
21674076A,6518428,Certificat digital,07595,+34 522367206,18/04/1977,F,vkddfjd@gmail.com,07657,0.0,False,True,False,B1,True,True,Si,2.93,8.6,7.69,3.49,2.19,Llucmajor
54464787M,7475370,Certificat digital,07126,+34 369053383,20/01/1987,M,bxvsdqt@yahoo.com,07803,0.0,False,True,False,B2,True,True,Sí,10.0,10.0,6.94,7.33,9.61,Santa Eulalia del Río (Santa Eulària des Riu)
XV807939,4159708,PreZëncial,07544,+34 385073730,27/06/2005,F,jwscntero@hotmail.com,07612,0.0,False,True,False,C2,True,True,Sí,2.2,,8.24,4.89,3.26,Lloseta
37853103W,2858760,PreZëncial,07991,+34 164239332,02/06/2003,F,cmsis@yahoo.com,07803,0.0,False,False,False,C2,True,True,Sí,10.0,10.0,6.43,7.06,NP,Petra
32772395V,5941981,PreZëncial,07516,+34 746089480,22/05/1983,M,yyasnm@hotmail.com,07657,0.0,False,True,False,C2,True,True,Sí,10.0,8.1,6.81,0.12,5.61,Santanyí
AW021244,699862,Certificat digital,07950,+34 002339453,04/08/1992,F,calsgekvme@outlook.com,07121,0.0,False,True,False,A2,True,True,Sí,8.39,10.0,5.81,5.21,2.53,Búger
54668448R,8368133,PreZëncial,07603,+34 371105654,09/12/2003,M,btlpmqwojr@example.com,07612,0.0,False,True,False,B2,True,True,Sí,4.6,9.36,6.55,,6.25,Son Servera
UX387199,3968248,PreZëncial,07603,+34 298171842,04/11/2003,M,gaepctzer@yahoo.com,07121,0.0,False,True,False,B2,True,False,Sí,0.0,8.26,8.01,NP,2.21,Son Servera
KF114012,746339,PreZëncial,07121,+34 670544925,11/02/1995,M,flwgveaj@hotmail.com,07915,0.0,False,True,False,B1,True,True,Sí,3.78,10.0,7.71,NP,4.15,Alcúdia
49869558S,6031830,PreZëncial,07200,+34 515649730,21/06/1978,M,pswykpsau@yahoo.com,07222,0.0,False,True,False,A2,True,True,Sí,2.2,10.0,5.39,7.93,2.63,Sant Josep de sa Talaia
92885554P,3556355,PreZëncial,07740,+34 732607910,10/06/1981,F,jrdnn@yahoo.com,07991,0.0,False,True,False,C1,True,True,Sí,NP,9.76,7.67,0.0,4.85,Ciutadella de Menorca
43500255X,3585845,PreZëncial,07803,+34 862299333,12/12/1994,F,tqffkw@yahoo.com,07360,0.0,False,True,False,C2,True,True,Sí,NP,7.33,6.96,5.36,7.23,Felanitx
15652290P,619243,Certificat digital,07950,+34 202969332,08/11/1993,F,bxkaqn@hotmail.com,07360,0.0,False,True,False,B2,True,True,No,8.07,6.03,6.87,6.06,6.9,Búger
EA134324,239203,PreZëncial,07603,+34 865410252,10/12/1996,M,eqpengz@hotmail.com,07737,0.0,False,True,False,A2,True,True,Sí,3.33,,NP,6.2,7.59,Son Servera
92806420V,7994346,PreZëncial,07991,+34 037092684,20/07/1975,M,rdvjhf@example.com,07915,0.0,False,True,False,B2,True,True,Sí,2.07,8.55,8.31,8.47,10.0,Petra
94577874B,8531187,PreZëncial,07500,+34 699759350,23/03/1981,F,xnjaa@yahoo.com,07805,0.0,False,True,False,B1,False,True,No,NP,7.36,7.05,1.31,8.93,Campos
65545169E,2711564,PreZëncial,07991,+34 741060214,22/04/1999,F,leeogtgui@yahoo.com,07818,10.0,False,True,False,C1,True,True,Sí,5.42,10.0,6.64,4.26,3.4,Petra
75496248J,8759111,PreZëncial,07038,+34 496754816,07/09/2003,M,swbfwtpcyd@gmail.com,07516,0.0,False,True,False,B2,True,True,Sí,10.0,3.95,5.46,4.97,6.83,Consell
35786136E,5249241,PreZëncial,07121,+34 850491892,06/04/1998,M,tyrka@hotmail.com,07950,0.0,False,True,False,A2,True,True,Sí,7.86,5.95,8.12,NP,8.74,Alcúdia
44006093D,6929156,PreZëncial,07747,+34 615015693,15/01/1978,M,sjxope@yahoo.com,07595,0.0,False,True,False,B2,True,True,Si,0.0,8.53,7.13,5.99,2.12,Inca
47689411S,7273306,PreZëncial,07740,+34 865377643,03/07/1992,M,ufyhsh@outlook.com,07038,0.0,False,True,False,B2,True,True,Si,9.5,6.76,6.68,7.8,NP,Ciutadella de Menorca
ZZ251576,1639235,PreZëncial,07657,+34 552771470,14/11/1989,M,sqrnblpa@example.com,07950,0.0,False,True,False,B1,True,True,Sí,7.18,8.58,6.73,3.79,NP,Ses Salines
11801104B,7436658,PreZëncial,07818,+34 192771662,17/03/1987,F,kaczygzvas@outlook.com,07805,0.0,False,True,False,C2,True,True,Sí,5.3,8.2,5.51,,10.0,Sóller
13111685Y,4536691,Certificat digital,07516,+34 866900475,24/03/1997,F,eaoejxxgc@outlook.com,07603,0.0,False,True,False,B1,True,True,Sí,10.0,NP,5.86,3.71,8.15,Santanyí
83433362B,4991688,Certificat digital,07915,+34 844421997,21/01/1990,F,kmgsyxsu@example.com,07121,0.0,False,True,False,A2,True,False,Sí,3.76,6.99,5.12,,7.36,Capdepera
97014720F,7595833,PreZëncial,07404,+34 635890989,08/01/1979,M,ufpdxdc@hotmail.com,07657,19.0,False,True,False,B2,True,True,Si,9.93,4.72,NP,,3.77,Sant Antoni de Portmany
53078118Y,58052,PreZëncial,07818,+34 071480901,26/02/1988,M,ucxipuha@yahoo.com,07915,0.0,False,True,False,A2,True,True,Sí,10.0,6.53,5.9,8.59,3.71,Sóller
53832436Q,320083,PreZëncial,07404,+34 160613162,03/06/1999,F,onldfyomf@hotmail.com,07603,20.0,False,True,False,C1,True,True,Sí,10.0,5.91,6.61,5.59,NP,Sant Antoni de Portmany
29384212X,8476228,PreZëncial,07792,+34 727921499,06/12/1993,M,jxwsgrg@example.com,07805,0.0,False,True,False,B2,True,True,Sí,3.36,10.0,6.93,5.77,0.0,Algaida
44687454H,986695,PreZëncial,07038,+34 733650715,03/11/1998,M,wceusbd@gmail.com,07803,0.0,False,True,False,A2,True,False,Sí,6.11,7.98,6.44,4.32,10.0,Consell
54668448R,8887095,PreZëncial,07404,+34 715949479,31/07/1975,F,pgljh@outlook.com,07500,27.0,False,True,False,A1,True,True,Sí,3.72,8.34,6.66,1.83,10.0,Sant Antoni de Portmany
30135328S,3390121,Certificat digital,07126,+34 979854759,08/09/1980,F,wdnpwdhhsm@gmail.com,07360,0.0,False,True,False,B2,True,True,No,6.67,6.62,7.04,6.62,6.35,Santa Eulalia del Río (Santa Eulària des Riu)
IK234376,8786173,PreZëncial,07121,+34 834652035,07/07/1991,M,fbedmktoqu@outlook.com,07222,0.0,False,True,False,B2,True,True,No,NP,7.26,4.15,,10.0,Alcúdia
98770773X,9329396,Certificat digital,07657,+34 089877108,16/10/2004,M,tprxqfcg@gmail.com,07121,70.0,True,True,False,B1,True,True,No,9.99,4.89,7.12,6.09,3.24,Ses Salines
06583618Y,7049629,PreZëncial,07126,+34 694909387,19/04/2005,F,ezqufnoy@outlook.com,07905,0.0,False,True,False,C2,True,True,Sí,10.0,7.02,6.64,2.17,10.0,Santa Eulalia del Río (Santa Eulària des Riu)
83567649R,8384631,PreZëncial,07991,+34 109650208,08/07/2003,M,viigdvu@gmail.com,07121,0.0,False,False,False,C1,True,True,Sí,10.0,5.42,7.61,3.42,9.25,Petra
33949387F,6397096,PreZëncial,07222,+34 751967850,14/09/1982,M,tfcvhowcpn@outlook.com,07803,0.0,False,True,False,B1,True,True,Sí,5.9,,5.37,4.71,10.0,Pollença
46808107W,176805,Certificat digital,07805,+34 540133108,02/08/1974,F,rbdduo@gmail.com,07222,0.0,False,True,False,C1,True,True,Sí,10.0,NP,6.72,NP,0.77,Ibiza
GG131911,2226549,PreZëncial,07737,+34 638780698,31/08/1976,M,qtkhzuvht@example.com,07915,0.0,False,True,False,B1,True,True,No,5.67,6.2,7.08,8.93,6.89,Mahón (Maó)
VL275957,7080010,PreZëncial,07200,+34 541858458,28/05/2000,M,fbnbd@hotmail.com,07038,0.0,False,True,False,B1,True,True,Si,1.68,8.26,7.71,,2.68,Sant Josep de sa Talaia
43752180Q,3716923,PreZëncial,07222,+34 282857330,05/06/2000,F,nizjg@gmail.com,07915,0.0,False,True,False,B2,True,True,Sí,8.33,10.0,7.92,6.6,9.29,Pollença
22631184N,5995697,Correu electrònic,07200,+34 892109242,02/06/1980,F,pshfea@yahoo.com,07158,0.0,False,True,False,A2,True,True,No,8.33,6.56,6.46,7.7,4.83,Sant Josep de sa Talaia
QZ115804,7004313,PreZëncial,07494,+34 460815598,10/05/1988,F,teuvehzbv@gmail.com,07595,0.0,False,True,False,C1,True,False,Si,10.0,9.75,8.06,4.75,7.18,Sant Llorenç des Cardassar
NQ198123,5283284,PreZëncial,07404,+34 425933071,07/03/2000,F,zpbrgbc@gmail.com,07222,0.0,False,True,False,B1,True,True,Sí,7.02,NP,8.0,2.22,5.19,Sant Antoni de Portmany
18597085K,2183468,PreZëncial,07500,+34 494387685,17/08/2000,F,qgowaqyfuo@example.com,07500,0.0,False,True,False,A2,True,True,Sí,8.58,8.5,6.54,NP,1.8,Campos
GI693171,9326269,PreZëncial,07950,+34 624308732,15/08/1989,M,lgeifqr@hotmail.com,07222,10.0,False,True,False,B2,True,True,Si,0.0,5.92,6.07,10.0,7.46,Búger
JD384490,1085688,PreZëncial,07915,+34 957394492,12/11/1997,M,ngzuffz@outlook.com,07431,30.0,False,True,False,C1,True,True,Sí,10.0,7.01,8.28,3.07,6.17,Capdepera
53986124H,3119550,PreZëncial,07494,+34 495635695,19/04/1993,M,unclimi@gmail.com,07038,0.0,False,True,False,B1,True,True,Sí,0.0,9.66,8.32,5.63,10.0,Sant Llorenç des Cardassar
